WBGeneID,Sequence.name,tissue
WBGene00022854,cin-4,reproductive-system
WBGene00022867,ZK1240.2,intestine
WBGene00022869,ZK1240.4,nervous-system
WBGene00022872,ZK1240.8,intestine
WBGene00022873,ZK1240.9,intestine
WBGene00022874,nep-25,reproductive-system
WBGene00022890,fbxa-224,nervous-system
WBGene00022910,C05D2.11,nervous-system
WBGene00022926,C16B8.5,nervous-system
WBGene00022932,C16D9.10,reproductive-system
WBGene00022951,C30E1.9,nervous-system
WBGene00022970,CD4.10,reproductive-system
WBGene00022973,E01H11.t1,nervous-system
WBGene00023021,F32A5.9,reproductive-system
WBGene00023066,F53F10.7,nervous-system
WBGene00023067,rpl-41.1,reproductive-system
WBGene00023138,T14B4.t1,nervous-system
WBGene00023172,Y23H5A.8,intestine
WBGene00023187,Y67D8C.12,nervous-system
WBGene00023193,Y74C9A.6,reproductive-system
WBGene00023226,B0344.1,nervous-system
WBGene00023243,C24D10.3,intestine
WBGene00023246,C33E10.4,nervous-system
WBGene00023252,C39H7.2,nervous-system
WBGene00023270,F17E9.14,nervous-system
WBGene00023282,F39E9.9,nervous-system
WBGene00023301,F58E2.1,nervous-system
WBGene00023302,F58E2.6,nervous-system
WBGene00023314,H31G24.2,nervous-system
WBGene00023318,K07D4.1,reproductive-system
WBGene00023320,K07E8.4,intestine
WBGene00023323,K08F11.6,reproductive-system
WBGene00023327,R03H4.8,nervous-system
WBGene00023343,T06A1.6,nervous-system
WBGene00023355,W02F12.1,reproductive-system
WBGene00023413,H31B20.2,nervous-system
WBGene00023415,F16C3.3,nervous-system
WBGene00023424,C53D6.10,nervous-system
WBGene00023425,try-9,nervous-system
WBGene00023429,W08G11.6,reproductive-system
WBGene00023432,K12B6.9,intestine
WBGene00023454,mir-357,reproductive-system
WBGene00023455,mir-358,reproductive-system
WBGene00023463,srz-82,reproductive-system
WBGene00023469,C16A3.11,nervous-system
WBGene00023472,F16A11.5,nervous-system
WBGene00023476,srz-55,nervous-system
WBGene00023479,srz-67,nervous-system
WBGene00023480,srz-68,nervous-system
WBGene00023485,ttr-49,intestine
WBGene00023489,F42A10.9,intestine
WBGene00023493,nspc-12,excretory-system
WBGene00023501,F11E6.11,intestine
WBGene00023518,srz-76,nervous-system
WBGene00023572,CBG00078,excretory-system
WBGene00023713,Cbr-gld-1,reproductive-system
WBGene00026953,Cbr-pop-1,reproductive-system
WBGene00028342,Cbr-lin-3,reproductive-system
WBGene00028697,Cbr-ges-1,intestine
WBGene00029022,Cbr-glp-1,reproductive-system
WBGene00030970,Cbr-cft-1,excretory-system
WBGene00031320,Cbr-unc-47,nervous-system
WBGene00037269,Cbr-gcy-8,nervous-system
WBGene00039025,Cbr-skn-1,reproductive-system
WBGene00042500,Cbr-gcy-18,nervous-system
WBGene00042594,Cbr-sac-1,reproductive-system
WBGene00043049,F32H2.11,reproductive-system
WBGene00043050,oig-4,nervous-system
WBGene00043052,srz-104,nervous-system
WBGene00043055,F19B2.10,nervous-system
WBGene00043057,M142.8,reproductive-system
WBGene00043059,srab-26,nervous-system
WBGene00043060,R144.12,reproductive-system
WBGene00043061,Y54G2A.38,nervous-system
WBGene00043065,C55C3.7,nervous-system
WBGene00043120,C09H10.4,intestine
WBGene00043156,C27F2.9,reproductive-system
WBGene00043187,nspa-9,nervous-system
WBGene00043283,F23B2.9,nervous-system
WBGene00043308,tmem-107,nervous-system
WBGene00043469,R09H3.2,nervous-system
WBGene00043534,W02B12.13,nervous-system
WBGene00043702,Y54G2A.7,intestine
WBGene00043705,egrh-2,reproductive-system
WBGene00043743,nsph-4.1,nervous-system
WBGene00043952,ZC404.2,intestine
WBGene00043980,F11D5.7,intestine
WBGene00043981,T14E8.4,nervous-system
WBGene00043982,B0403.6,intestine
WBGene00043984,C56E6.7,nervous-system
WBGene00043986,fut-5,nervous-system
WBGene00043990,AC8.12,intestine
WBGene00043992,bbs-4,nervous-system
WBGene00043996,fbxb-87,nervous-system
WBGene00044003,Y41E3.18,nervous-system
WBGene00044004,C24A8.6,nervous-system
WBGene00044006,nlp-82,nervous-system
WBGene00044009,ZK822.6,nervous-system
WBGene00044011,T06E4.12,intestine
WBGene00044012,srxa-19,nervous-system
WBGene00044013,F15H10.9,nervous-system
WBGene00044014,F15H10.10,nervous-system
WBGene00044021,R02E4.2,intestine
WBGene00044029,C05D12.7,nervous-system
WBGene00044032,ceh-99,reproductive-system
WBGene00044036,ZK673.12,nervous-system
WBGene00044044,C08B6.14,nervous-system
WBGene00044047,Y57A10C.11,epithelial-system
WBGene00044053,C01G12.12,reproductive-system
WBGene00044058,F17B5.6,intestine
WBGene00044062,snb-6,nervous-system
WBGene00044066,fbxb-66,epithelial-system
WBGene00044068,syd-9,nervous-system
WBGene00044071,dhhc-14,nervous-system
WBGene00044079,tag-241,nervous-system
WBGene00044083,tin-9.2,intestine
WBGene00044086,clec-228,nervous-system
WBGene00044089,srbc-31,nervous-system
WBGene00044094,fitm-2,intestine
WBGene00044099,srd-75,nervous-system
WBGene00044100,srbc-27,nervous-system
WBGene00044105,srbc-55,nervous-system
WBGene00044106,srbc-84,nervous-system
WBGene00044107,F58G6.9,intestine
WBGene00044112,srm-5,nervous-system
WBGene00044115,srxa-12,nervous-system
WBGene00044120,C36B1.13,intestine
WBGene00044125,srsx-16,nervous-system
WBGene00044128,BE10.6,nervous-system
WBGene00044134,D1025.10,nervous-system
WBGene00044136,F23D12.8,nervous-system
WBGene00044137,F28H6.8,reproductive-system
WBGene00044138,sssh-1,nervous-system
WBGene00044142,H13N06.7,nervous-system
WBGene00044144,M153.4,nervous-system
WBGene00044146,M163.10,nervous-system
WBGene00044150,VB0395L.1,nervous-system
WBGene00044151,W04G3.12,nervous-system
WBGene00044154,Y7A5A.10,nervous-system
WBGene00044161,C47G2.8,intestine
WBGene00044164,Y46G5A.39,nervous-system
WBGene00044166,C54C6.7,intestine
WBGene00044167,C36A4.11,intestine
WBGene00044168,M05D6.10,nervous-system
WBGene00044175,fipr-9,reproductive-system
WBGene00044176,C30G7.2,nervous-system
WBGene00044178,C30G7.4,reproductive-system
WBGene00044179,C30G7.5,reproductive-system
WBGene00044182,F09C6.12,nervous-system
WBGene00044184,F11A5.16,reproductive-system
WBGene00044185,F14F8.14,reproductive-system
WBGene00044187,ttll-9,nervous-system
WBGene00044188,F28F8.9,reproductive-system
WBGene00044192,F46B6.13,nervous-system
WBGene00044195,F49A5.10,nervous-system
WBGene00044197,fbxb-63,nervous-system
WBGene00044201,H39E23.3,nervous-system
WBGene00044202,K10G4.10,nervous-system
WBGene00044205,T13F3.8,nervous-system
WBGene00044208,Y6G8.6,nervous-system
WBGene00044209,Y32F6A.6,reproductive-system
WBGene00044210,Y51A2D.21,epithelial-system
WBGene00044212,Y68A4A.13,intestine
WBGene00044218,F23H12.10,reproductive-system
WBGene00044221,F41G3.18,intestine
WBGene00044225,C38D4.10,reproductive-system
WBGene00044230,C36E8.6,nervous-system
WBGene00044233,dolk-1,nervous-system
WBGene00044241,C53D6.11,intestine
WBGene00044245,F32A7.8,nervous-system
WBGene00044250,F56G4.7,reproductive-system
WBGene00044251,F59C6.12,reproductive-system
WBGene00044258,Y57G11C.51,reproductive-system
WBGene00044261,Y87G2A.20,nervous-system
WBGene00044265,Y105E8B.11,nervous-system
WBGene00044271,nspa-2,nervous-system
WBGene00044272,nspa-4,nervous-system
WBGene00044273,nspa-6,nervous-system
WBGene00044274,nspa-7,nervous-system
WBGene00044281,R04A9.7,epithelial-system
WBGene00044287,nspg-3,intestine
WBGene00044292,F56D6.8,epithelial-system
WBGene00044295,C09E7.10,nervous-system
WBGene00044296,F10C1.9,intestine
WBGene00044297,C25B8.8,nervous-system
WBGene00044298,T23B7.2,intestine
WBGene00044300,D1022.9,nervous-system
WBGene00044304,F52B10.3,nervous-system
WBGene00044306,F58F9.8,nervous-system
WBGene00044308,F58F9.10,nervous-system
WBGene00044309,F58F9.11,nervous-system
WBGene00044311,K04C2.7,nervous-system
WBGene00044313,M02D8.7,nervous-system
WBGene00044314,fbxb-33,nervous-system
WBGene00044316,F41G3.21,epithelial-system
WBGene00044322,tag-280,reproductive-system
WBGene00044331,clec-25,intestine
WBGene00044337,nspc-2,nervous-system
WBGene00044340,nspc-5,excretory-system
WBGene00044344,mrpl-39,reproductive-system
WBGene00044348,Y71G12B.31,nervous-system
WBGene00044349,Y71G12B.32,intestine
WBGene00044353,ZK418.10,nervous-system
WBGene00044354,ZK418.11,nervous-system
WBGene00044357,nspc-6,nervous-system
WBGene00044361,K09F6.11,intestine
WBGene00044363,F22E5.21,reproductive-system
WBGene00044366,nspf-3,nervous-system
WBGene00044369,irld-67,nervous-system
WBGene00044371,ZC239.20,nervous-system
WBGene00044374,C17F4.12,epithelial-system
WBGene00044382,Y14H12A.2,intestine
WBGene00044383,T05A7.11,nervous-system
WBGene00044386,C27A2.7,nervous-system
WBGene00044388,C27D6.11,reproductive-system
WBGene00044390,ZK177.11,reproductive-system
WBGene00044392,C25H3.16,nervous-system
WBGene00044395,R12C12.10,epithelial-system
WBGene00044397,nspc-8,nervous-system
WBGene00044401,Y55B1BR.6,nervous-system
WBGene00044403,fbxa-219,intestine
WBGene00044406,F02A9.7,nervous-system
WBGene00044409,C45G9.14,nervous-system
WBGene00044411,R12B2.8,nervous-system
WBGene00044413,B0205.12,epithelial-system
WBGene00044417,C08F1.11,nervous-system
WBGene00044421,D1007.18,nervous-system
WBGene00044427,F56A6.5,nervous-system
WBGene00044432,W03G9.9,nervous-system
WBGene00044435,Y20F4.8,nervous-system
WBGene00044437,Y47G6A.32,nervous-system
WBGene00044438,Y51F10.11,coelomic-system
WBGene00044439,Y51H7C.15,reproductive-system
WBGene00044452,Y102E9.5,intestine
WBGene00044453,Y102E9.6,intestine
WBGene00044454,F27B3.8,nervous-system
WBGene00044455,F23F12.13,intestine
WBGene00044457,C18H7.11,intestine
WBGene00044458,K11H12.10,nervous-system
WBGene00044460,Y55F3C.10,nervous-system
WBGene00044464,Y77E11A.16,nervous-system
WBGene00044466,Y48A5A.3,reproductive-system
WBGene00044467,R05C11.4,nervous-system
WBGene00044469,clec-173,intestine
WBGene00044472,dct-8,epithelial-system
WBGene00044477,F49F1.14,nervous-system
WBGene00044478,K06B9.6,intestine
WBGene00044482,F29B9.12,nervous-system
WBGene00044484,hot-9,nervous-system
WBGene00044485,Y54G2A.41,nervous-system
WBGene00044488,Y54G2A.45,intestine
WBGene00044490,pudl-2,epithelial-system
WBGene00044491,Y54G2A.48,nervous-system
WBGene00044495,Y54G2A.40,reproductive-system
WBGene00044504,R13A1.10,intestine
WBGene00044510,K07H8.11,nervous-system
WBGene00044511,clec-181,nervous-system
WBGene00044513,nlp-70,nervous-system
WBGene00044515,K10C9.9,nervous-system
WBGene00044517,Y32G9A.13,intestine
WBGene00044525,Y73C8B.5,nervous-system
WBGene00044528,lgc-29,nervous-system
WBGene00044529,irld-1,reproductive-system
WBGene00044533,F41F3.8,epithelial-system
WBGene00044537,B0238.15,reproductive-system
WBGene00044541,K09H11.11,reproductive-system
WBGene00044544,F26F12.8,nervous-system
WBGene00044545,EGAP9.4,nervous-system
WBGene00044546,T01C4.8,nervous-system
WBGene00044547,C13A2.12,nervous-system
WBGene00044550,C50E3.15,nervous-system
WBGene00044552,Y97E10AR.8,nervous-system
WBGene00044554,F41E6.15,reproductive-system
WBGene00044557,ZC13.10,nervous-system
WBGene00044562,C14E2.7,nervous-system
WBGene00044563,T26C11.8,nervous-system
WBGene00044565,F53B1.9,nervous-system
WBGene00044573,C15B12.9,nervous-system
WBGene00044574,F23G4.1,intestine
WBGene00044575,F38B6.8,nervous-system
WBGene00044578,K01A12.4,nervous-system
WBGene00044579,C06E2.9,nervous-system
WBGene00044580,C24A3.9,intestine
WBGene00044584,T03G11.9,nervous-system
WBGene00044603,acbp-7,nervous-system
WBGene00044605,ttr-36,intestine
WBGene00044610,D2092.10,nervous-system
WBGene00044611,T27A3.8,intestine
WBGene00044612,Y57E12AR.1,nervous-system
WBGene00044616,M01A12.4,reproductive-system
WBGene00044630,bus-17,epithelial-system
WBGene00044637,rft-1,intestine
WBGene00044640,B0432.14,nervous-system
WBGene00044643,H17B01.5,nervous-system
WBGene00044645,Y51H7BR.8,nervous-system
WBGene00044651,egrh-3,reproductive-system
WBGene00044654,fbxa-85,intestine
WBGene00044655,fbxa-194,reproductive-system
WBGene00044659,fbxa-142,nervous-system
WBGene00044661,fbxa-143,reproductive-system
WBGene00044665,F59A6.12,reproductive-system
WBGene00044667,ZK622.5,nervous-system
WBGene00044673,C07D10.6,nervous-system
WBGene00044674,B0280.17,reproductive-system
WBGene00044676,fbxa-42,nervous-system
WBGene00044679,K02B12.9,nervous-system
WBGene00044684,T08G11.2,reproductive-system
WBGene00044687,B0563.9,intestine
WBGene00044701,AH9.6,nervous-system
WBGene00044707,pals-15,intestine
WBGene00044712,F22G12.8,intestine
WBGene00044718,T20D4.20,nervous-system
WBGene00044719,clec-172,intestine
WBGene00044723,K11H12.11,intestine
WBGene00044728,Y53F4B.45,nervous-system
WBGene00044732,T03G11.10,nervous-system
WBGene00044741,Y57G11C.52,nervous-system
WBGene00044754,Y119C1B.12,nervous-system
WBGene00044757,Y55F3BR.11,intestine
WBGene00044758,Y37H2A.12,reproductive-system
WBGene00044764,W01A8.7,nervous-system
WBGene00044772,T23E7.6,epithelial-system
WBGene00044773,C08A9.10,reproductive-system
WBGene00044774,F16B3.3,nervous-system
WBGene00044776,T02B11.8,intestine
WBGene00044780,F18E9.8,nervous-system
WBGene00044784,F13H10.8,intestine
WBGene00044787,pals-36,intestine
WBGene00044791,bnc-1,nervous-system
WBGene00044794,Y59A8B.25,nervous-system
WBGene00044796,W03D8.11,epithelial-system
WBGene00044807,T19H5.6,intestine
WBGene00044891,T07C4.12,reproductive-system
WBGene00044892,clec-257,nervous-system
WBGene00044895,R06A10.5,nervous-system
WBGene00044908,F38A1.15,nervous-system
WBGene00044909,C48D1.7,nervous-system
WBGene00044920,F20G2.7,nervous-system
WBGene00044922,Y43C5A.7,nervous-system
WBGene00044952,Y24D9A.9,reproductive-system
WBGene00044987,K07A1.17,reproductive-system
WBGene00044988,W01A8.8,intestine
WBGene00044989,Y37A1B.17,nervous-system
WBGene00044995,Y105C5A.28,nervous-system
WBGene00045013,F08A7.1,intestine
WBGene00045024,C43F9.11,nervous-system
WBGene00045038,ule-2,reproductive-system
WBGene00045050,ZC15.10,nervous-system
WBGene00045052,K12C11.6,intestine
WBGene00045053,K12C11.7,intestine
WBGene00045060,F55B11.7,reproductive-system
WBGene00045066,Y41E3.21,nervous-system
WBGene00045077,Y71A12B.18,nervous-system
WBGene00045093,Y23H5B.10,nervous-system
WBGene00045095,mrpr-1,nervous-system
WBGene00045122,F22B3.10,nervous-system
WBGene00045138,F25H2.14,nervous-system
WBGene00045143,Y43D4A.8,nervous-system
WBGene00045144,Y64G10A.10,nervous-system
WBGene00045163,Y67A10A.14,reproductive-system
WBGene00045164,F59C6.15,reproductive-system
WBGene00045165,H38K22.8,intestine
WBGene00045168,srpr-1.2,nervous-system
WBGene00045171,K09E9.5,nervous-system
WBGene00045175,C10C6.9,reproductive-system
WBGene00045188,B0284.5,nervous-system
WBGene00045189,srpr-1.1,nervous-system
WBGene00045190,R01H2.8,nervous-system
WBGene00045195,F53F4.17,nervous-system
WBGene00045198,K10D11.7,nervous-system
WBGene00045202,Y64G10A.13,nervous-system
WBGene00045209,F13E9.16,nervous-system
WBGene00045210,C54D2.6,nervous-system
WBGene00045212,Y110A7A.21,intestine
WBGene00045237,mrt-1,reproductive-system
WBGene00045248,ZK180.7,nervous-system
WBGene00045250,Y73B6BL.47,nervous-system
WBGene00045251,F54F7.9,reproductive-system
WBGene00045254,F33E2.8,nervous-system
WBGene00045269,F46G11.6,epithelial-system
WBGene00045270,C04E7.5,reproductive-system
WBGene00045271,F07G6.10,nervous-system
WBGene00045273,C08A9.11,reproductive-system
WBGene00045277,ZK742.6,nervous-system
WBGene00045287,C47A4.7,nervous-system
WBGene00045289,fbxa-169,reproductive-system
WBGene00045291,F23D12.10,reproductive-system
WBGene00045292,fbxa-179,reproductive-system
WBGene00045293,fbxa-175,intestine
WBGene00045295,fbxa-222,nervous-system
WBGene00045297,fbxc-43,reproductive-system
WBGene00045299,fbxc-11,reproductive-system
WBGene00045300,fbxc-10,reproductive-system
WBGene00045301,fbxc-9,reproductive-system
WBGene00045308,C37H5.14,reproductive-system
WBGene00045325,mir-789.1,nervous-system
WBGene00045327,mir-793,nervous-system
WBGene00045328,mir-794,intestine
WBGene00045331,F14D7.12,nervous-system
WBGene00045336,R11D1.12,nervous-system
WBGene00045338,M01B2.13,intestine
WBGene00045340,T10G3.8,nervous-system
WBGene00045345,Y43F8C.24,nervous-system
WBGene00045348,C14A6.10,intestine
WBGene00045350,mir-788,epithelial-system
WBGene00045352,mir-791,nervous-system
WBGene00045353,mir-792,nervous-system
WBGene00045355,D1086.17,reproductive-system
WBGene00045356,T03E6.9,nervous-system
WBGene00045357,F13A7.14,reproductive-system
WBGene00045358,mir-797,reproductive-system
WBGene00045363,F11D11.13,nervous-system
WBGene00045364,clec-250,nervous-system
WBGene00045369,F26E4.14,intestine
WBGene00045370,ZK265.11,reproductive-system
WBGene00045376,F25H5.9,nervous-system
WBGene00045379,C45B11.6,nervous-system
WBGene00045382,T05E12.8,reproductive-system
WBGene00045385,lgc-24,coelomic-system
WBGene00045386,nlp-76,nervous-system
WBGene00045387,K09H9.8,epithelial-system
WBGene00045388,lfor-1,nervous-system
WBGene00045395,F09F9.5,nervous-system
WBGene00045396,ZC334.12,nervous-system
WBGene00045398,Y71F9AM.8,intestine
WBGene00045399,Y47G6A.33,epithelial-system
WBGene00045403,K10H10.12,reproductive-system
WBGene00045404,C06C3.11,intestine
WBGene00045408,F31E9.8,nervous-system
WBGene00045411,C25F9.11,nervous-system
WBGene00045412,C25F9.12,nervous-system
WBGene00045413,C25F9.13,nervous-system
WBGene00045414,T19H5.7,nervous-system
WBGene00045415,Y43F8B.15,intestine
WBGene00045416,Y37H2A.14,intestine
WBGene00045417,Y37H2A.13,nervous-system
WBGene00045433,F49D11.10,reproductive-system
WBGene00045455,F26G1.11,intestine
WBGene00045482,T03F6.9,nervous-system
WBGene00045484,F34D10.9,reproductive-system
WBGene00045493,F55G7.4,nervous-system
WBGene00045494,ZK662.6,nervous-system
WBGene00045500,T05E12.9,nervous-system
WBGene00045509,T07D10.8,reproductive-system
WBGene00045513,F14H3.14,nervous-system
WBGene00045876,21ur-4409,nervous-system
WBGene00046195,21ur-3526,nervous-system
WBGene00046209,21ur-333,nervous-system
WBGene00046294,21ur-2380,nervous-system
WBGene00046415,21ur-1906,nervous-system
WBGene00047122,21ur-4144,nervous-system
WBGene00047542,21ur-3095,nervous-system
WBGene00048090,21ur-2200,nervous-system
WBGene00048326,21ur-3485,nervous-system
WBGene00048553,21ur-1321,nervous-system
WBGene00048924,21ur-3689,nervous-system
WBGene00049240,21ur-3372,reproductive-system
WBGene00049379,21ur-696,nervous-system
WBGene00049952,21ur-4006,nervous-system
WBGene00050148,21ur-5321,nervous-system
WBGene00050879,D1081.11,reproductive-system
WBGene00050881,ZK39.10,nervous-system
WBGene00050884,Y69H2.15,nervous-system
WBGene00050885,Y94H6A.12,intestine
WBGene00050891,C08E8.9,nervous-system
WBGene00050892,ttr-57,nervous-system
WBGene00050893,Y94A7B.11,intestine
WBGene00050904,Y70C5A.3,intestine
WBGene00050911,Y43F8B.18,nervous-system
WBGene00050915,Y6E2A.10,coelomic-system
WBGene00050916,F55F10.3,reproductive-system
WBGene00050917,Y53G8AL.4,nervous-system
WBGene00050920,Y54H5A.5,reproductive-system
WBGene00050927,B0250.12,nervous-system
WBGene00050929,F58D12.5,nervous-system
WBGene00050931,F59B2.14,nervous-system
WBGene00050944,C14A11.9,nervous-system
WBGene00050955,C14A6.12,nervous-system
WBGene00050967,C25F9.15,nervous-system
WBGene00050968,R11G10.4,nervous-system
WBGene00050970,D2023.8,reproductive-system
WBGene00054802,Cre-spe-44,reproductive-system
WBGene00059372,Cre-gcy-8,nervous-system
WBGene00073622,Cre-gcy-18.1,nervous-system
WBGene00077434,F46B3.20,nervous-system
WBGene00077437,Y59H11AR.6,nervous-system
WBGene00077443,Y71A12B.19,reproductive-system
WBGene00077455,Y69H2.17,nervous-system
WBGene00077457,Y39B6A.49,reproductive-system
WBGene00077496,F11A3.4,intestine
WBGene00077508,T27F6.10,nervous-system
WBGene00077520,C37A5.11,nervous-system
WBGene00077522,T10D4.15,nervous-system
WBGene00077531,F40G9.15,epithelial-system
WBGene00077536,F38B7.10,nervous-system
WBGene00077537,Y47H10A.6,reproductive-system
WBGene00077538,T04F3.5,nervous-system
WBGene00077539,Y52B11A.12,intestine
WBGene00077543,F27D4.8,reproductive-system
WBGene00077548,F21C3.7,intestine
WBGene00077558,T06D10.3,nervous-system
WBGene00077573,T08G5.15,nervous-system
WBGene00077576,C15H11.13,reproductive-system
WBGene00077577,R02D5.9,nervous-system
WBGene00077582,F14H8.8,reproductive-system
WBGene00077583,C01G10.18,nervous-system
WBGene00077594,nhr-151,nervous-system
WBGene00077599,T20F5.8,nervous-system
WBGene00077606,C06C6.10,intestine
WBGene00077636,Y46G5A.43,nervous-system
WBGene00077673,B0563.10,reproductive-system
WBGene00077679,K11E4.6,nervous-system
WBGene00077680,F54F7.10,nervous-system
WBGene00077681,Y44A6D.7,nervous-system
WBGene00077684,Y26D4A.21,intestine
WBGene00077685,C04F12.12,epithelial-system
WBGene00077696,marc-1,intestine
WBGene00077698,lurp-4,nervous-system
WBGene00077701,poml-3,intestine
WBGene00077703,K08E5.5,nervous-system
WBGene00077727,mir-1821,nervous-system
WBGene00077728,T23G11.11,nervous-system
WBGene00077755,Y40H7A.147,intestine
WBGene00077756,Y11D7A.19,nervous-system
WBGene00077757,E02H4.7,intestine
WBGene00077762,Y57G11C.499,intestine
WBGene00077763,glb-34,nervous-system
WBGene00077769,F33E2.10,nervous-system
WBGene00077770,M04D5.3,intestine
WBGene00077773,F25H5.10,intestine
WBGene00077775,nlp-58,nervous-system
WBGene00077782,T26H10.2,nervous-system
WBGene00077783,D1054.18,intestine
WBGene00077784,F35C8.9,nervous-system
WBGene00077786,F53F8.7,nervous-system
WBGene00086551,D2005.7,reproductive-system
WBGene00086553,ZC334.13,nervous-system
WBGene00086554,D1081.12,nervous-system
WBGene00086555,F49B2.7,nervous-system
WBGene00086556,F36D1.12,nervous-system
WBGene00086557,K07A12.8,nervous-system
WBGene00086559,Y43F8B.20,nervous-system
WBGene00086561,K01A2.12,nervous-system
WBGene00086562,T02G6.11,nervous-system
WBGene00086563,K08C9.9,nervous-system
WBGene00086566,C08H9.16,reproductive-system
WBGene00086569,F38A6.5,nervous-system
WBGene00089661,Ppa-rpl-20,intestine
WBGene00090112,Ppa-snu-66.2,intestine
WBGene00090521,PPA00967,reproductive-system
WBGene00090522,Ppa-pph-6,reproductive-system
WBGene00090732,PPA01178,intestine
WBGene00091746,PPA02192,intestine
WBGene00093743,PPA04189,intestine
WBGene00094449,Ppa-mel-26,intestine
WBGene00094952,PPA05398,intestine
WBGene00096016,PPA06462,intestine
WBGene00096263,PPA06709,intestine
WBGene00096341,Ppa-enol-1,intestine
WBGene00096849,PPA07295,intestine
WBGene00096875,PPA07321,intestine
WBGene00097126,Ppa-tsg-101,reproductive-system
WBGene00097784,PPA08230,reproductive-system
WBGene00097785,Ppa-dhps-1,reproductive-system
WBGene00098143,PPA08589,intestine
WBGene00098289,Ppa-tep-1,intestine
WBGene00098396,Ppa-trxr-1,reproductive-system
WBGene00098397,PPA08843,reproductive-system
WBGene00098468,PPA08914,intestine
WBGene00098563,PPA09009,intestine
WBGene00098761,Ppa-syd-2,intestine
WBGene00098847,Ppa-lin-53,reproductive-system
WBGene00099305,PPA09751,reproductive-system
WBGene00099475,PPA09921,intestine
WBGene00099712,PPA10158,intestine
WBGene00101173,PPA11619,intestine
WBGene00101426,Ppa-rbm-28,reproductive-system
WBGene00101502,Ppa-crml-1,intestine
WBGene00102297,Ppa-dnj-22,reproductive-system
WBGene00102428,PPA12874,intestine
WBGene00103099,PPA13545,reproductive-system
WBGene00103412,PPA13858,intestine
WBGene00103615,Ppa-dpy-30,reproductive-system
WBGene00103899,PPA14345,intestine
WBGene00104201,Ppa-hum-7,intestine
WBGene00104242,PPA14688,intestine
WBGene00104903,PPA15349,reproductive-system
WBGene00105230,Ppa-mrps-22.2,reproductive-system
WBGene00105613,PPA16059,intestine
WBGene00106662,Ppa-bus-12,intestine
WBGene00106928,Ppa-dhs-19.2,intestine
WBGene00107068,PPA17514,intestine
WBGene00107896,Ppa-sec-20,reproductive-system
WBGene00108252,Ppa-seb-3,intestine
WBGene00108507,Ppa-nphp-2,intestine
WBGene00109143,Ppa-ctbp-1,intestine
WBGene00109902,PPA20348,intestine
WBGene00110071,Ppa-unc-3,nervous-system
WBGene00110596,Ppa-crn-3,reproductive-system
WBGene00112389,PPA22835,reproductive-system
WBGene00112477,Ppa-rig-5,intestine
WBGene00112625,PPA23071,intestine
WBGene00113149,PPA23595,intestine
WBGene00113225,PPA23671,intestine
WBGene00114195,Ppa-mmab-1,intestine
WBGene00114718,Ppa-zyg-9,reproductive-system
WBGene00114720,PPA25166,reproductive-system
WBGene00114746,PPA25192,reproductive-system
WBGene00115041,Ppa-tbg-1,reproductive-system
WBGene00115352,PPA25798,intestine
WBGene00116824,PPA27270,intestine
WBGene00117029,Ppa-egl-4,nervous-system
WBGene00118128,Ppa-unc-86,nervous-system
WBGene00118510,Ppa-mrpl-4,reproductive-system
WBGene00118511,Ppa-mrps-2,reproductive-system
WBGene00118790,PPA29236,intestine
WBGene00119203,T04A8.18,nervous-system
WBGene00130471,Cjp-gcy-8,nervous-system
WBGene00138714,T02D1.9,nervous-system
WBGene00138717,F52C12.6,reproductive-system
WBGene00138721,pals-37,intestine
WBGene00148998,Cbn-gcy-8,nervous-system
WBGene00151174,Cbn-gcy-18,nervous-system
WBGene00164974,F46C3.7,nervous-system
WBGene00164983,C36A4.12,nervous-system
WBGene00165229,21ur-11607,nervous-system
WBGene00165303,21ur-13651,nervous-system
WBGene00165332,21ur-9836,nervous-system
WBGene00165451,21ur-12529,nervous-system
WBGene00165649,21ur-13576,nervous-system
WBGene00165826,21ur-15384,intestine
WBGene00165893,21ur-11466,nervous-system
WBGene00165987,21ur-7003,nervous-system
WBGene00166047,21ur-5970,nervous-system
WBGene00167091,21ur-9134,nervous-system
WBGene00168519,21ur-13262,nervous-system
WBGene00168555,21ur-13033,nervous-system
WBGene00168854,21ur-8632,nervous-system
WBGene00168962,21ur-12990,nervous-system
WBGene00170824,21ur-10444,nervous-system
WBGene00171510,21ur-8213,nervous-system
WBGene00171706,21ur-9220,nervous-system
WBGene00171946,21ur-7131,nervous-system
WBGene00172227,21ur-7043,nervous-system
WBGene00172309,21ur-6911,nervous-system
WBGene00172406,21ur-15622,nervous-system
WBGene00172585,21ur-11824,nervous-system
WBGene00173044,21ur-12286,nervous-system
WBGene00173210,21ur-11765,nervous-system
WBGene00174349,21ur-8006,nervous-system
WBGene00174352,21ur-8671,nervous-system
WBGene00174541,21ur-13011,nervous-system
WBGene00174648,21ur-15601,nervous-system
WBGene00174692,21ur-6942,nervous-system
WBGene00174944,21ur-10061,nervous-system
WBGene00174982,21ur-14975,nervous-system
WBGene00175030,Y53C12A.10,reproductive-system
WBGene00175034,F54B3.4,nervous-system
WBGene00175035,F54C9.14,nervous-system
WBGene00184956,F49C5.12,nervous-system
WBGene00185002,K11H3.8,reproductive-system
WBGene00185067,Y54G11A.17,reproductive-system
WBGene00185079,W10D9.6,reproductive-system
WBGene00185089,C16A11.10,reproductive-system
